MFCC_Features,Emotion_Label
"[-1.8873457  -0.01764301  0.2550087   0.12709552  0.2896292   0.49576584
 -0.9124067   1.0922508   0.4572374   0.7956192   0.4589506  -0.11124349
  0.14582281]",smutek
"[-0.8322436   1.11296     0.28082654 -0.11669903 -0.26200303 -0.6299902
 -0.67741066 -1.2735391   1.9055535   1.0123688   0.58829004  1.3434396
 -0.55099076]",smutek
"[-1.6775135   0.53446144  1.3699052   0.7765797  -0.97425807  0.77297354
  0.9669469   1.6624228   1.6706803  -0.12062346  1.1273881  -0.04620013
  1.2013731 ]",smutek
"[-0.7226592   1.9798386   0.38914222  1.7010549   0.6568281   0.06924526
  0.29407877 -0.29451773 -0.23613778  1.7822936  -1.4098034   1.7041191
  0.01203461]",smutek
"[-1.1994262   1.1005597   0.05536162  0.583085   -0.26509848 -0.94727135
 -0.70256835 -1.6430343   0.70745707  0.84510887 -0.06539381 -1.0303599
  0.4785533 ]",smutek
"[-1.9086051  -0.18879649  0.11735225  1.7043502   0.71973825 -0.5928257
  0.48711947 -0.38871008 -1.4514257   1.3597604  -1.0913638   0.03972805
  1.1632764 ]",smutek
"[-1.7845829   1.7285371   1.8049486   0.7357533   0.5205497   1.0686767
  1.310154    1.4423171  -0.36373013 -0.0626873   0.4630634  -0.08113989
 -0.59002227]",smutek
"[-1.4142425   1.0674589   2.0708604  -0.08780196 -0.19012451  2.2972612
  0.3953015   0.84698826  0.10706227  0.7817133   1.8695569  -0.5090928
 -1.4312282 ]",smutek
"[-0.39669737  2.5964174   0.27108598  1.8992796   1.0499007   0.09264238
  1.4356662   0.503844   -1.2542366   1.5377465  -1.6316369   1.5523149
  0.8323868 ]",smutek
"[-1.3514626   0.71270204  0.60784507  1.3080928  -0.18210833 -0.7752422
 -0.94987977 -1.4339043   1.7198296   0.15315165  0.92124885 -0.09422014
  0.253197  ]",smutek
"[-1.0550727  -0.9451608   0.45202506 -0.44859022 -0.18651181  0.23923205
 -0.34934554 -0.38373578  0.4873621   0.25724247  0.9804356   0.90514034
 -0.9141718 ]",smutek
"[-1.2831407   1.6120301   1.1840167   0.5541204   0.14954098  1.3289404
  1.9040985   1.5667193   0.34462     0.5419382   1.7958331   1.5540009
  0.16359882]",smutek
"[-0.73102325 -0.28071356  1.218051   -0.15724243 -0.8056757   1.1872625
  0.10273968  0.6240557   0.01439301 -0.31344908  1.9413987  -0.1453237
  0.11589397]",smutek
"[-1.2517076   1.5363595   0.00764384 -0.29929408 -0.3566954  -0.13235399
 -0.68928707 -1.5132266   1.7565218   1.0352807  -0.837845    0.9346743
  0.6152336 ]",smutek
"[-2.1760352   1.1013936   1.8345764   0.648564    1.835494    1.8586594
  1.5027348   2.5320296   2.1672616   1.3447112   2.4285676   0.05958692
  1.037392  ]",smutek
"[-2.3057153   0.25682798  0.2150677   0.23193765  0.7499409   0.5094957
  0.317024    0.56876564 -0.16702054  0.64494216  0.3619868  -0.10751212
 -0.04770912]",smutek
"[-0.3821841   0.3716169   0.06244341 -0.42549157 -0.04922874  0.9719146
 -1.1681485  -0.12854789 -1.4690614  -0.92977303  1.6302984  -0.17005424
 -0.13930838]",smutek
"[-0.45922312 -0.20190561  0.51251405 -1.2060544  -0.94576615 -0.6130864
  0.1094379   0.31404778 -1.7468355  -1.5840511   0.3343583  -1.1010609
 -1.6318436 ]",smutek
"[-6.3964963e-01 -4.2786918e-04  5.7901397e-02 -2.8710550e-01
 -1.3539109e-02 -3.8404682e-01  4.2334229e-01 -9.4518536e-01
  5.8288798e-02  1.2035612e-01  4.6609136e-01  4.5426434e-01
 -1.4076356e+00]",Neutralny
"[-0.6536779  -0.21464565  0.8532103   1.5616527   1.4783386   0.81505084
  2.3761027   0.89635736  0.5320079   1.2607477  -0.01181887  0.92788166
  0.9350823 ]",Neutralny
"[ 0.05233243  0.04318388  0.02746713  0.8874074  -0.7118141  -0.6992907
  0.12691855 -0.462213   -0.8069012  -0.745752   -0.70898503  0.18393527
 -0.39883953]",Neutralny
"[-0.11315334  0.21115723  0.29630917  2.3025184   0.6086773  -0.09785636
  0.8920855  -1.5832067   0.7366442   0.15011998  1.1175735  -0.42020947
  0.6783763 ]",Neutralny
"[-0.55287296  0.438985    1.3560148  -1.7487682  -0.5076213  -0.71288127
 -0.8408929  -0.7445142   0.04122432  1.4133729   0.01964874 -0.06886826
  0.4771293 ]",Neutralny
"[-1.1072596   0.8697785   1.0968493   0.44411922  1.3707086   1.0251703
  1.1428956  -0.36841515  0.61138695 -0.05181923  0.03651604  0.574435
 -0.28607517]",Neutralny
"[-0.32269764  2.0216775  -0.8128295   0.39332065  1.6044184   0.7329454
 -0.7465391  -1.1430855  -0.2377658  -1.3385413   0.58874154 -0.45802727
  1.8734146 ]",Neutralny
"[-0.72583914  2.265921   -0.10570119 -0.6284729   0.14011426  0.5848258
 -0.35804397  0.34583873 -0.39527655 -1.3908291   2.4064796   1.2668545
  1.2835193 ]",Neutralny
"[-0.28703305 -0.03357935  1.306005   -0.08126149 -0.6494007   0.7023342
  0.46029738  2.0740697   0.09805896 -0.6315986   1.2642332   0.77122694
  0.26563168]",Neutralny
"[-0.95897335  1.9367859   0.20646     1.1927353   1.1234884   0.8346405
  1.9351125   2.3286858   0.53799564  0.4376685   0.48088136  0.8800617
  0.00520701]",Neutralny
"[ 0.07041457  0.98620594  2.9720016   0.16185644 -0.5542196   1.691789
  1.4622495   0.65255606  0.7975751   0.95696324  0.56165725 -0.4677742
 -1.3131485 ]",Neutralny
"[-0.39384326  2.4545574  -0.6369725  -0.7673501  -0.10083924  0.7955307
 -0.3591356   0.6926899  -1.0171944  -2.0300152   1.854356    1.9377447
  0.42726704]",Neutralny
"[-0.8119516   1.11657     0.20464173  0.39520586  0.46651882  0.7477629
  0.912581   -1.3576852   1.18317     0.20461567  0.07373821  1.0962471
 -0.29145542]",Neutralny
"[-1.520507    1.7580321   0.2750884   0.6275989   1.8593243   1.0384059
 -0.24001776 -0.5660163   0.3656462  -0.49523434  1.150931   -0.5283997
  1.8941851 ]",Neutralny
"[-0.72974145  1.2782949   0.3574139   2.6341045   1.2123909  -0.47517645
  2.1476777  -1.0261164  -0.7069273   0.3050713  -0.34924552 -0.3601343
  0.14007199]",Neutralny
"[-0.29250607 -0.03185224 -0.8441574   0.60462356 -1.4064411   0.6674501
 -0.13092577 -0.30582702  0.98922545 -0.01697794  1.1019672  -2.2544777
 -0.9571863 ]",Neutralny
"[-1.9932609   0.54305154  0.1467107   0.7145234   0.47296572  0.5956786
  0.22428769 -0.21460445  0.41121233 -0.3006637   0.1451687   0.71240973
 -0.30472833]",Neutralny
"[-0.6899258   2.1104498   0.5056507   0.889409   -0.17199455 -0.09641708
  1.1151861  -0.62645024 -0.1867233   0.6379971   1.0537149   0.32629627
  0.7714107 ]",Neutralny
"[-2.592859    0.47694683  0.7341443   0.10312913  1.0627933   0.81488705
  0.741377    0.72118515  0.57142395  0.86036754  0.61456823  0.6174648
  0.01883554]",Neutralny
"[-0.07636937  1.2746811   0.4993952   1.7971265   1.2772338   0.40463188
  2.4748247   0.12791902 -0.5633798   0.8632654  -0.8958143   1.2407702
  0.38433743]",Neutralny
"[-1.3158133   0.4729302   1.4954755  -1.4517136  -0.1365629   0.02328252
 -0.95273906 -0.4642193   0.63062775  2.2178388  -0.8015162   1.003354
  1.3561333 ]",Neutralny
"[-0.34875605  0.56365633  0.5848703  -0.5588605   0.09848195  0.8123619
  0.31000125  1.5618316   1.0040203   0.5903797   0.9737557  -0.10504342
 -0.1829369 ]",Neutralny
"[-0.9664098   0.16224737  0.6137286   1.3705755   0.7686996   1.0631477
 -1.1851474  -0.3082349   0.84102297  0.39504087 -0.9394124   1.6812171
  0.37234396]",Neutralny
"[-0.02687582  0.13717201  0.55436456 -0.06942377  0.87859327  1.0999177
 -1.2334511  -0.09066264 -0.42004448 -0.9691625   1.6539341   0.31020766
  0.90540934]",Neutralny
"[-0.2927798  -0.7966441   1.124816   -2.2068567  -0.46732304 -0.14179763
 -0.16481663  0.71885175 -1.1327065   0.5131759  -0.08728595 -0.8921902
 -0.73579043]",Neutralny
"[ 0.0808816   1.2357593  -0.5050307   0.5757584   1.4352894   0.44468337
  0.45011395 -1.239638   -1.0327101  -0.67099553 -0.87494546  1.0672501
 -0.14433181]",Neutralny
"[-0.55308205  0.28578672  0.3043924   0.6289258  -0.03354413  0.82609475
  1.4177315  -0.5248366   0.5829149   0.4251184  -0.1948893   0.9904231
  0.33968985]",Neutralny
"[-0.15480912  0.84262013 -0.13883622  0.35199505  1.2619419  -0.01247819
  0.09214398 -0.74187845 -0.29502752 -0.6184293   0.02351024  1.0404402
  0.00960485]",Neutralny
"[ 0.15117396  0.48541793  1.9341714  -0.47062773 -0.7775827   2.2407162
  1.3000214  -0.09382243  0.9412797   0.09458385  0.3923561  -0.11120407
 -1.1771507 ]",Neutralny
"[-0.02320432  0.56587493 -0.14660087 -0.26709646  0.49590054  1.2002113
 -1.2874576  -0.06220855 -0.9167139  -1.2039224   1.5994724   0.29721013
  0.7834964 ]",Neutralny
"[-0.20974854  0.5836806  -1.6425871   1.985873   -1.2312734   0.3379223
 -0.26480994  0.03347344  0.6341732  -1.7194566   1.0880065  -2.3279593
 -1.490508  ]",Neutralny
"[ 0.26200816  1.5518963   1.0214095   0.9395717   0.9530632   0.04383163
  1.2043129   1.457092   -0.2576489   1.0770705  -1.3049421   1.7975974
  1.2499175 ]",Neutralny
"[-0.7697831  -0.47888955  1.1952273   0.1503097  -0.08070426  0.71155286
  0.48590043  1.682733    0.33184704 -0.20433587  0.818556   -0.05025401
  0.10002144]",Neutralny
"[ 0.56710434 -0.65168005 -1.0778599   1.2135538  -1.3980836  -0.8564045
 -0.9882974   0.05992683  1.1224147  -0.87196505  0.27784312 -2.943482
 -0.3497825 ]",Neutralny
"[ 0.10941393  1.5379097   0.9536521   0.90263224  1.061936    0.43587136
  2.4082391   0.98102146  0.15812556  0.5470008  -0.7414666   1.5093865
  1.0886024 ]",Neutralny
"[-0.70801175  1.4710703   0.07842551  2.7582788   1.1947114  -0.8480062
  0.95021915 -1.3624969   0.4511297   0.13745102 -0.13718362  0.67888534
  0.87144244]",Neutralny
"[ 0.46660087  1.3329617  -0.5100665   1.5794384   1.0244232  -0.37057158
  1.509817   -0.35699764  0.49124697  1.9865613  -1.2819248   1.2240484
  1.0342278 ]",Neutralny
"[ 0.30528843 -0.4624133  -0.5548478   0.50701886 -0.01812443 -0.44230998
 -0.22658573 -2.0590894   0.24300681 -0.84256715 -0.8079718   0.19756366
 -1.8785417 ]",Neutralny
"[-0.64203393  0.7758628  -0.0099966   0.45843148  0.9616452   0.9850741
 -0.5577889  -0.21328083  0.39599064 -0.1072017   1.5003585   0.15790175
  1.9306831 ]",Neutralny
"[-0.54451543  0.7859262   0.35147557 -0.21354319  1.0003926   1.5664959
 -0.25117254  0.6839788  -1.1339648  -1.5940083   1.228506    0.27114388
  1.2734132 ]",Neutralny
"[-1.9420385   1.4143168   0.60624593  1.3832287   1.5844401   0.71260697
  0.9363709  -0.8537662   2.141486   -0.04399329  0.27985984  1.2805698
 -0.5245072 ]",Neutralny
"[ 0.1261464   0.8749688   1.4531044   1.4776467   0.28336403  0.2419823
  2.05907     0.09619157 -0.3059575   0.8547124  -1.0201596   0.88876086
 -1.306922  ]",Neutralny
"[-0.19578652  1.1106434  -0.00397269 -0.64273524  0.60893613  0.8088802
  0.03663732  0.7954281  -0.6623974  -2.2194047   0.3358242   0.5143652
  0.82747066]",Neutralny
"[-0.76866096  1.0610535   1.811796   -0.34308335 -0.01483444  1.3450974
  1.9634826   1.7398231   1.4857379   0.51382476  2.3466334   1.1418809
  0.02856408]",Neutralny
"[-0.01632678 -0.5977154  -0.4618163   0.2549772  -0.9370619   0.11366042
 -0.2658786   0.16064572  0.31568456 -1.0148084   0.78837067 -2.1653829
 -0.7978813 ]",Neutralny
"[-2.0467594   0.2922018   0.5805463  -1.2603117   0.5843012   0.29018113
 -0.31136408  0.87563914  1.0659373   0.11402816  1.1716872  -0.23573269
  0.12971784]",Neutralny
"[-0.21283239  1.3830475   0.07845154  2.5664139   1.5539131   0.33593544
  2.4929085  -0.5802339  -0.01393812  0.9769255  -1.74033     0.8521982
 -0.7414642 ]",Neutralny
"[-0.3839378  -0.69626194  0.1517734   2.5485413   0.6966249  -0.03518993
  0.5927633   0.02492262 -0.20107813  0.956332    0.38333774 -0.36255065
  1.1866971 ]",Neutralny
"[-0.44984123  1.1312991  -0.09169444  0.75511044 -0.5613073  -1.1177492
  0.2465005  -1.5768982  -0.32310402  0.5992789   0.10481311  0.31013882
  0.1273515 ]",Neutralny
"[ 0.6681548   1.5254307  -0.15542912  1.3640499   1.3598516  -0.1974834
  1.5853702  -1.153176   -0.07316141  1.5005713  -0.46740368  0.6446026
 -0.26765832]",Neutralny
"[ 0.32560387 -0.26767015 -0.6690828   1.0624213  -1.1710253   0.08845762
 -0.24703912  0.1577622   0.9964187  -0.56081146  1.0277041  -1.6506416
 -0.28934014]",Neutralny
"[-0.38653448  0.70947164  0.38416958 -0.8848371   0.42493537 -0.58750373
  0.38427234  0.4780813   0.42171064 -0.43671885  0.6864725   0.0986757
 -1.2061417 ]",Neutralny
"[-1.0820348   0.8367085   0.18939975 -0.13555054  1.5041718   0.88731205
  0.01939952  0.75486493  0.20326486 -1.3089066   0.62887514  0.30399704
  1.8123659 ]",Neutralny
"[ 0.1520484   1.3364174   0.52866566  0.13500369  0.34259784 -0.002414
  0.28951877  0.9704954  -0.70620656 -1.2192805  -0.26298764 -0.7444855
 -1.3879516 ]",Neutralny
"[-0.38517505  0.7256959   0.4352187   0.21627429  1.0089523   0.94512874
 -0.29206014  0.26060867 -0.5372152  -1.112516    1.2869492  -0.11439549
  1.3826419 ]",Neutralny
"[-0.99973464  1.8573889   0.22284248 -0.50635344 -0.42987636  0.4252327
  1.8987005  -0.15187316  1.0600854  -0.02759308  0.7099249   1.6400992
  0.15645243]",Neutralny
"[-0.22506076  0.95168287 -0.71681756  0.2753124   0.36241072  1.0103569
 -0.5332686  -0.11728944 -0.42388752 -0.5806735   1.1723539   0.43920138
  1.7029552 ]",Neutralny
"[-1.1780647   0.46432957  0.55661774 -0.09669989  0.05228011 -0.38304064
  0.6454476  -0.9680937   0.3781643   1.3057109  -0.23148245  0.05227597
  0.43317032]",Neutralny
"[-1.0388079   1.3107326   1.4756535  -0.6781552  -0.26248664  0.75732565
  0.6843004   1.9731628   0.50119567  0.14330292  1.5629342  -0.15409729
 -0.6959333 ]",Neutralny
"[ 0.016418    0.75903064  1.7841562   1.2243583   0.9612992   0.814618
  2.1420214  -0.82031393  0.37464336  0.6420229  -1.3713547   0.6520412
 -1.630854  ]",Neutralny
"[-0.47041032  1.8208694   0.14685322  0.09160781  1.006903    0.21394944
  1.4887199  -1.099309    0.07938407 -0.852736   -1.4916421   0.58166325
 -0.5016433 ]",Neutralny
"[-0.82864654 -0.50679326  0.30677053  0.71691746  0.19518211  1.682191
  0.44627857  0.7571558  -0.2787833  -0.15384023  0.41731223  0.58226454
  1.1600348 ]",Neutralny
"[ 0.11809573  1.6803714  -0.671556    3.1350026   2.063277   -0.18413872
  1.5799574  -0.33059666  0.79015297  1.4794828  -0.6915007   1.6601739
  0.5728741 ]",Neutralny
"[ 0.50607926 -0.4140693  -0.47804222 -1.6325117   0.01818921 -0.7638847
 -0.48368713 -1.0578111   1.2963989   0.3673132   0.5925929  -0.4288827
 -1.3303343 ]",Neutralny
"[-0.25601107  0.43575794 -0.3389827   1.9727443   0.17506224 -0.91817784
  1.0606451  -0.6410384   0.53364354  1.0064311   0.46133912  0.26027262
  1.2523928 ]",Neutralny
"[-1.0340751   1.3142446   1.6288327   0.48057577  0.8861583   0.7258799
  1.8676991   2.3262265   0.9216045   0.7604561   1.018491    1.4292582
  0.28487456]",Neutralny
"[-0.573051   -1.3879571   0.5303653   0.4077976  -1.2533715   0.23140152
  0.24013197  0.846774    0.8845268  -0.572726    1.5753506  -1.1820797
  0.02458928]",Neutralny
"[-1.2452683   0.4870264   0.01004476  1.0665125  -0.34689426 -0.49664184
  0.2942611  -1.3181251   0.18888922  1.5635093  -0.21649837  1.3089262
  1.9617877 ]",Neutralny
"[-0.0085596   1.9318366   0.5362909   0.6067936   0.07971405  0.05458764
  2.3235931  -0.46148363 -0.36823982  2.0811696   0.18560417  1.7610096
  0.40707254]",Neutralny
"[-0.24449472 -0.02519236  0.6299873   1.6504796   0.63492477 -0.24763079
  1.2410401  -0.0981     -0.61333156  0.62172055  0.5695454  -0.3917782
  0.9883463 ]",Neutralny
"[-0.7042946   0.46523443  1.0016142   0.9679101   0.85179865  0.63844913
  0.9126607  -1.4349747   0.9023009   0.06291432  0.90405446  0.8604769
 -0.6746207 ]",Neutralny
"[ 0.07645408 -0.5024169   0.51042825  1.0302413   0.21891479  0.86934704
 -0.08451858  0.14252463 -0.151904   -0.5084949   0.37788472  0.67232716
  0.87277925]",Neutralny
"[-0.33544958 -0.764307    0.08598281 -0.1287716  -0.5482204  -0.80844504
  0.71495825 -0.12543412 -1.1110141   0.07597948 -1.3955805  -0.6061813
 -1.3155904 ]",Neutralny
"[-1.510936    1.4503536   0.6264198   0.5552302   0.76484656  0.08374142
  0.94967186  1.9040526   0.95221347  0.3149373   0.94216645 -0.555354
 -0.55994743]",Neutralny
"[-1.2296379  -0.361757    1.0080043  -0.6664996   0.39460653  1.0988173
 -0.24418621  0.46255192  0.23089373  0.15833348  0.22134487  1.565982
  0.10896678]",Neutralny
"[-0.76660204  0.9080032   0.01913984 -0.45579162  0.04384455 -1.0042567
  0.6129072  -1.0681882   0.06472819  0.7671895   0.86163795  0.41493785
 -0.33021018]",Neutralny
"[-1.0451531  -0.04548063  0.7623778   0.42581466  0.9488781   1.3912601
 -0.92653346 -0.25229517  0.56452817 -0.37254062 -0.5684908   1.634743
  0.07946874]",Neutralny
"[-0.6347371   0.81960225  1.1494648   1.6662439   0.01201448  0.09367206
  1.3961228   0.09033222  0.17611535 -0.08215766  1.414895    0.5384385
  1.4154217 ]",Neutralny
"[ 0.26158184  1.8146403   1.5283614   1.836558    1.0305811   0.21494053
  1.6971372  -0.31853792 -0.6758729   0.8250753  -1.3878781   0.19630392
 -1.2821037 ]",Neutralny
"[-0.95303977 -0.20916021  0.9685874   1.5333943   0.6904964   0.58509576
  1.5618998   2.5535371   0.32638776  1.0868278   0.34534055  0.82322776
  0.8474862 ]",Neutralny
"[-0.82549644  1.8567784   0.92115545  0.9736933   1.5045542   0.85542834
  1.4220756  -0.23065795  0.75109476  0.3227851  -0.39821678  0.7313072
 -0.9136931 ]",Neutralny
"[-0.5048355   1.1145484  -0.03414783 -1.2543186  -0.44575098 -0.3313405
  0.62996453 -0.21950172 -1.6327693  -0.41571277 -0.09616587 -0.98807687
 -2.1821864 ]",Neutralny
"[-9.2923701e-02 -8.6614293e-01 -9.3378031e-01 -6.3538220e-04
 -5.3650129e-01 -5.0489110e-01 -5.0351083e-01 -1.4016447e+00
  2.1729839e+00 -5.2283919e-01  3.6017427e-01 -2.5979614e-02
 -1.4699668e+00]",Neutralny
"[ 0.1829471   1.4965553   0.25387493  2.2043662   1.695679    0.40142825
  2.227063   -0.40816042 -0.68937784  0.9698768  -1.2258759   1.0811574
 -0.13693407]",Neutralny
"[-0.3323163   0.27016726  1.6531445   0.04952138 -1.0919911   0.5537855
  1.1826062  -0.2635926   0.11901083  1.2523652   1.3868582  -0.15538217
  0.99056846]",Neutralny
"[-0.38596094  0.32079783 -0.10968986  0.1921073  -0.3281837  -1.7966375
 -0.33390996 -1.127856    0.6980415   1.0773554   0.3875074   0.73546976
  0.5853249 ]",Neutralny
"[-1.0631799   1.83638    -0.1721391  -0.35759765 -0.37250647 -0.11886135
 -0.66748905 -0.9009341   1.0892273   1.9239835  -1.1965905   0.5992788
  1.0508863 ]",Neutralny
"[-1.5820566   1.3029051   0.04749693  1.3139291  -0.32146063 -0.86566
 -0.3544257  -1.3450974   1.0170252   1.2313108  -0.4466659   0.04330017
  0.61035866]",Neutralny
"[-0.81091964  0.17199577  1.1661024   0.02686803 -0.04839191  0.19427231
  0.9626996   2.5322027   0.01442489  0.398257    1.4338061  -0.04557563
 -0.35199633]",Neutralny
"[-1.8510609  -0.840272    0.7092533  -0.15213622  0.40824312  0.5762844
 -0.18021964  0.85082567  1.0613712   0.03100931  1.155337    0.9187817
  0.4537972 ]",Neutralny
"[-0.2523662  -0.00674533 -1.3748131  -0.17725149 -0.6022327  -0.59167874
  0.36414132 -1.6895299   0.6299547  -0.21411462 -0.23749223  0.48051378
 -1.907159  ]",Neutralny
"[-0.7904434   0.62506706  0.15415877  1.0330403   0.01637937 -0.33280993
  0.22100629 -1.3509237  -0.30874798  0.2830039   0.06669391 -0.35210904
  0.5594725 ]",Neutralny
"[-0.53588194 -1.27625     1.4191188   0.8394382  -1.1888673   0.40374509
  0.4706156   0.42717353  0.35890186 -0.23116414  0.04575186  1.1813037
 -0.35063002]",Neutralny
"[-0.45368326  2.6181874   0.8939427  -0.09778835 -0.19761199  0.73111546
  1.6449038  -0.95166975  0.34826273  0.23108995  0.6204534   0.7125166
 -1.6949614 ]",Neutralny
"[-0.7704055   0.08324003  0.50994986 -0.73291785  0.8470481  -0.39671054
 -0.41767955  0.28546292 -0.87885165 -0.3090478  -0.46771938 -1.4133343
 -1.0620999 ]",Neutralny
"[-0.8423691  -0.02434232  0.28810257  0.57302284  0.7579875   1.4376647
 -1.8683598  -0.6261126   0.93461835  0.6554598  -1.2800888   1.3016006
  0.6069858 ]",Neutralny
"[-1.9223373  -0.23749718  1.1687615   2.0320888   1.1269451   1.3279432
  1.2764746   2.7350385   0.8353072   1.0591514   1.2344403   0.1964669
  0.5638544 ]",Neutralny
"[ 0.6756368   0.8778426   1.6836709   0.9033929   0.6897594   0.06025079
  1.3455415  -0.69970703 -0.02848154  1.1630747  -0.42863286  0.41114047
 -1.5079309 ]",Neutralny
"[-1.072962   -0.01438478  1.7978686  -0.7032494   0.24543604  1.9991881
 -0.59786797  1.4198383  -0.30561054 -1.0652125   2.2824838   0.7372567
  1.3972565 ]",Neutralny
"[-0.6938015   0.25315452  0.03515045 -0.1001047  -0.7232307   0.32498053
 -0.06151385  0.5716559   1.0705522  -0.35257876 -0.24940382  0.60062814
 -0.03151543]",Neutralny
"[-0.46961084  1.4539464   0.6082605   0.5964033   0.71336895  0.29484963
  1.2958074  -1.371271    0.30197003 -0.5540314  -0.87742406  0.6252569
 -0.05523368]",Neutralny
"[-0.22469524  1.3458444   1.3556817   1.2391926   1.3188313   1.2974606
  1.8478099  -0.39330345  0.44629535 -0.01077572 -1.1499794   0.41339767
 -1.4716437 ]",Neutralny
"[-1.1043615   1.610083    1.443479    0.9654215   1.2184234   1.0234491
  1.5724752   2.1709566   0.8593764   0.9895211   0.91467243  0.09908985
  0.05870526]",Neutralny
"[-1.461524    0.0711529   1.8939096   0.68708324  1.0874296   1.0152092
 -0.26443923  0.08025163  0.73581445 -0.673709   -0.98795444  2.5636573
  0.18073124]",Neutralny
"[-0.6591569   2.061636    1.3203198   1.8945286   2.0083518   0.13988766
  1.6436374   0.28826585  0.7210968   1.0695461  -0.74940985  0.17426436
 -0.9361061 ]",Neutralny
"[-0.7281175  -0.69717467  1.001036   -1.1075294  -0.06784065 -0.45102915
  0.3423003   0.4858678  -1.0257103   0.1507621  -0.5663509  -1.1442153
 -1.097268  ]",Neutralny
"[-0.7135907   0.9939794   0.18976519  0.63566774  1.2475652   0.86958903
  1.7178346   0.94053066  0.87957686  1.1950758   1.4199041   0.8396847
  0.79129803]",Neutralny
"[-0.5760398  -0.3586531   0.61479884  1.0078213   0.8614271   1.2723784
 -1.5883943   0.3801094   1.101468   -0.20523536 -0.6421959   1.8534198
  0.5183472 ]",Neutralny
"[-1.8847272  -0.14629383  0.00881464 -0.19423512  0.02412718  0.320227
  0.25996435  0.04623793  1.3320211   0.1053676   1.023854    0.24833903
 -0.11614748]",Neutralny
"[-0.6821586   0.40170386  0.50283676  0.6415287  -0.14188673 -1.3635877
 -0.71495247 -1.3615589  -0.03257404  1.451898   -0.96837133  0.49428943
  1.2617012 ]",Neutralny
"[-0.24852794  0.9785582  -0.80615795 -0.28935456 -0.5504404  -0.5613237
 -0.32953346 -1.3011484   0.7298459   1.2170434   0.47250548  0.5840553
  0.01699894]",Neutralny
"[-0.00595262 -0.79876584  0.17243226 -1.2282974   0.30240107 -1.4747427
 -0.11364648 -0.02383567 -1.3115622   0.34618533 -0.78417975 -1.0632229
 -1.620166  ]",Neutralny
"[-1.2157693   0.95944697 -0.08621225  0.42734072  0.22448076 -0.95001316
 -0.39560866 -0.49616542  0.26227087  0.70074207  0.6494796  -0.6489844
  0.04998104]",Neutralny
"[-1.1393521  -0.20784836  0.38548794 -0.9352862   0.71833736 -0.92825
  0.38895723  0.57003736 -1.0607085  -0.08457146 -0.80844206 -1.3112932
 -0.9381182 ]",Neutralny
"[-0.8660747  -1.0209711   0.0592548  -0.7092175  -0.07433265 -0.10755859
 -0.6704308  -0.6332966   0.46871617 -0.499941    0.1469871   1.069114
 -0.27273184]",Neutralny
"[-0.3634616   0.22994292 -0.32321537 -0.13886948  0.34899402 -0.08029694
 -0.16696869 -1.0299462  -1.3617175  -0.94328094 -0.6134114  -1.3031029
 -0.1306048 ]",Neutralny
"[-1.8600365   0.35520974 -0.20168856 -0.01522995  0.3851858   0.08999386
  0.6992392  -0.38483647 -0.06504623 -0.40335375  0.00951083  1.4537247
 -0.7856392 ]",Neutralny
"[-0.9687512   0.86087865 -0.10733734  0.883576   -0.29125327 -0.5901235
 -0.67034686 -1.428593    0.51096547  0.4394058  -0.7979671   0.09507307
  1.29317   ]",Neutralny
"[ 0.36319277  2.8347044   0.9174893   0.11355206 -0.9065768   0.01884171
  2.8335965  -0.65660834 -0.3177974   0.8337512  -0.69925606  1.3965075
 -1.4206835 ]",Neutralny
"[-0.66623485  1.1815197   0.6095789   0.5390538   1.108995    0.72434926
  1.5917664   0.70324606  0.8848337   1.1381558   0.7990169   1.1176742
  0.481922  ]",Neutralny
"[-1.1851231   1.9413065   1.2409358   0.69049853  1.3780656   0.7093674
  1.7851635   2.061544    0.79449654  0.1532653   1.1240242  -0.17318419
  0.15748125]",Neutralny
"[-4.9665448e-01  7.0474046e-01  6.9013046e-04  4.3985775e-01
  3.7029684e-02 -2.1832508e-01 -1.3052040e-01 -1.6992398e-01
 -1.3532777e-01 -5.4246515e-01 -1.0580840e-02  6.5746480e-01
 -7.9182613e-01]",Neutralny
"[ 0.10404192  0.6924217   1.6979722   0.60749763  0.75292397  0.9942123
  1.1910955  -0.916473    0.74509996  0.8087579   0.1645069  -0.01469278
 -1.423666  ]",Neutralny
"[-0.21593034  0.61211187  0.88547385 -0.9365076  -0.47310698  2.1313212
 -0.6471432   1.2002449  -0.47085366 -2.423059    2.3309865   0.78657037
  1.116687  ]",Neutralny
"[-0.6385954   1.100248   -1.0213376   1.3072706  -0.4921542  -0.8925058
 -0.13196321 -0.9277129  -0.58347565 -0.9294096  -0.9305441   0.20243017
 -0.4964309 ]",Neutralny
"[-7.8362346e-01  3.4814849e-01 -1.8267798e-01  2.2963347e+00
  9.4878161e-04 -6.8896317e-01  9.6089393e-01 -2.1341693e-01
 -1.1114618e+00  9.1163462e-01 -9.7447717e-01 -5.3244013e-01
  9.2476344e-01]",Neutralny
"[-0.11202419  0.6373434  -1.7031257  -0.93051964 -1.120277   -0.50207824
 -0.31909615 -1.7391735   1.4233319   0.5027291  -0.08073592 -0.49664012
 -2.5518413 ]",Neutralny
